num_of_run|moves_in_game|end|time
357|68|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:02.636603
358|58|[0, 0, 0, 1, 1, 0]|2020-05-23 14:15:03.185438
359|50|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:03.597052
360|89|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:04.455310
361|110|[0, 0, 0, 1, 1, 0]|2020-05-23 14:15:05.428372
362|72|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:06.055433
363|99|[0, 0, 0, 1, 1, 0]|2020-05-23 14:15:06.936896
364|53|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:07.325170
365|74|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:07.939166
366|124|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:09.021242
367|57|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:09.541438
368|57|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:10.049599
369|66|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:10.598097
370|52|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:11.042909
371|74|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:11.627401
372|51|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:12.057319
373|82|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:12.714422
374|68|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:13.290188
375|103|[0, 0, 0, 1, 1, 0]|2020-05-23 14:15:14.264385
376|114|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:15.295180
377|71|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:15.909586
378|66|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:16.622412
379|87|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:17.444572
380|116|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:18.560113
381|86|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:19.402194
382|70|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:20.028059
383|74|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:20.673372
384|118|[0, 0, 0, 1, 1, 0]|2020-05-23 14:15:21.971898
385|92|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:22.845764
386|56|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:23.295758
387|72|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:23.946918
388|48|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:24.437334
389|128|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:25.555829
390|62|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:26.065771
391|78|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:26.826523
392|67|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:27.510942
393|62|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:28.025860
394|68|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:28.782549
395|87|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:29.664529
396|132|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:30.961750
397|80|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:31.619580
398|60|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:32.162078
399|48|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:32.625290
400|69|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:33.333447
401|61|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:33.858193
402|74|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:34.523534
403|105|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:35.461864
404|100|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:36.275172
405|64|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:36.899441
406|50|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:37.379975
407|141|[0, 0, 0, 1, 1, 1]|2020-05-23 14:15:38.682225
408|46|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:39.058686
409|111|[0, 0, 0, 1, 1, 0]|2020-05-23 14:15:40.129480
410|62|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:40.719468
411|78|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:41.360750
412|198|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:43.387591
413|43|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:43.727847
414|49|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:44.105467
415|108|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:45.074347
416|45|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:45.451617
417|83|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:46.110352
418|57|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:46.573235
419|48|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:46.944858
420|84|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:47.720814
421|48|[0, 0, 0, 1, 1, 0]|2020-05-23 14:15:48.113085
422|201|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:50.603792
423|68|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:51.164456
424|99|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:52.060918
425|113|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:53.164714
426|65|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:53.684292
427|54|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:54.161455
428|240|[1, 1, 1, 0, 0, 0]|2020-05-23 14:15:56.573839
429|69|[0, 0, 0, 1, 1, 0]|2020-05-23 14:15:57.178683
430|73|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:57.842920
431|92|[1, 1, 0, 0, 0, 0]|2020-05-23 14:15:58.645525
432|50|[0, 0, 0, 1, 0, 0]|2020-05-23 14:15:59.045923
433|83|[1, 0, 0, 0, 0, 0]|2020-05-23 14:15:59.782085
434|97|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:00.655290
435|113|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:01.739813
436|71|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:02.393329
437|76|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:03.069389
438|114|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:04.160279
439|56|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:04.675164
440|59|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:05.180994
441|126|[1, 1, 1, 0, 0, 0]|2020-05-23 14:16:06.349324
442|49|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:06.751750
443|50|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:07.176353
444|65|[0, 0, 0, 1, 1, 1]|2020-05-23 14:16:07.744324
445|151|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:09.331692
446|37|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:09.701957
447|243|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:11.979356
448|184|[0, 0, 0, 1, 1, 1]|2020-05-23 14:16:13.670035
449|63|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:14.158017
450|156|[0, 0, 0, 1, 1, 1]|2020-05-23 14:16:15.721902
451|62|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:16.220199
452|71|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:16.801139
453|45|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:17.180849
454|66|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:17.701161
455|46|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:18.052008
456|143|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:19.276199
457|121|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:20.577973
458|70|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:21.180174
459|63|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:21.665822
460|47|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:22.055661
461|61|[1, 1, 1, 0, 0, 0]|2020-05-23 14:16:22.546418
462|39|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:22.939774
463|110|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:24.054086
464|68|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:24.728508
465|75|[1, 1, 1, 0, 0, 0]|2020-05-23 14:16:25.400051
466|44|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:25.796767
467|51|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:26.268059
468|44|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:26.634345
469|51|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:27.120943
470|63|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:27.703120
471|70|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:28.309183
472|62|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:28.816264
473|49|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:29.277285
474|101|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:30.304016
475|65|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:30.972005
476|49|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:31.408254
477|57|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:31.899823
478|89|[1, 1, 1, 0, 0, 0]|2020-05-23 14:16:32.695515
479|37|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:33.129482
480|79|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:33.893523
481|66|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:34.405628
482|69|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:35.057660
483|51|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:35.502718
484|76|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:36.162282
485|54|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:36.622294
486|69|[1, 1, 1, 0, 0, 0]|2020-05-23 14:16:37.308729
487|70|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:37.930205
488|52|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:38.338769
489|74|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:39.017276
490|135|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:40.220283
491|46|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:40.657781
492|61|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:41.152050
493|54|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:41.629203
494|77|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:42.272644
495|108|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:43.279408
496|60|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:43.857214
497|65|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:44.378459
498|84|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:45.051550
499|56|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:45.504517
500|58|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:46.090628
501|43|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:46.480170
502|87|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:47.208930
503|257|[0, 0, 0, 1, 1, 1]|2020-05-23 14:16:49.647191
504|57|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:50.174916
505|121|[1, 1, 1, 0, 0, 0]|2020-05-23 14:16:51.372331
506|97|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:52.255293
507|54|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:52.671153
508|90|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:53.481052
509|92|[0, 0, 0, 1, 1, 1]|2020-05-23 14:16:54.329552
510|74|[1, 1, 1, 0, 0, 0]|2020-05-23 14:16:54.931522
511|43|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:55.288778
512|73|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:55.927258
513|54|[1, 1, 1, 0, 0, 0]|2020-05-23 14:16:56.344401
514|53|[1, 1, 0, 0, 0, 0]|2020-05-23 14:16:56.802590
515|145|[0, 0, 0, 1, 1, 0]|2020-05-23 14:16:58.123075
516|81|[0, 0, 0, 1, 0, 0]|2020-05-23 14:16:58.822677
517|70|[1, 0, 0, 0, 0, 0]|2020-05-23 14:16:59.443336
518|155|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:00.809961
519|41|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:01.207844
520|54|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:01.674813
521|62|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:02.281681
522|54|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:02.779853
523|53|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:03.210105
524|49|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:03.629404
525|49|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:04.059374
526|72|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:04.675748
527|82|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:05.428632
528|52|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:05.993125
529|72|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:06.590244
530|50|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:07.015805
531|54|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:07.465030
532|74|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:08.190958
533|56|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:08.704144
534|61|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:09.211586
535|80|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:09.949038
536|67|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:10.563536
537|57|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:11.038355
538|75|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:11.703164
539|57|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:12.170658
540|65|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:12.717342
541|82|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:13.450095
542|83|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:14.235644
543|58|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:14.725819
544|76|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:15.373905
545|46|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:15.756057
546|53|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:16.234058
547|99|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:17.099517
548|47|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:17.520628
549|76|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:18.113031
550|70|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:18.684626
551|57|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:19.209286
552|146|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:20.546259
553|63|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:21.076934
554|65|[0, 0, 0, 1, 1, 1]|2020-05-23 14:17:21.681519
555|137|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:22.959491
556|52|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:23.408303
557|82|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:24.155049
558|49|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:24.645466
559|49|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:25.078677
560|40|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:25.435042
561|100|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:26.269675
562|48|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:26.709063
563|102|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:27.694657
564|53|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:28.206837
565|75|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:28.815222
566|46|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:29.186063
567|91|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:30.023371
568|44|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:30.393956
569|59|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:30.946364
570|56|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:31.459081
571|173|[0, 0, 0, 1, 1, 1]|2020-05-23 14:17:32.975443
572|70|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:33.533060
573|82|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:34.268130
574|96|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:35.073723
575|39|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:35.385141
576|127|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:36.479022
577|44|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:36.896626
578|87|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:37.656139
579|42|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:38.002653
580|83|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:38.665913
581|46|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:39.029292
582|66|[0, 0, 0, 1, 1, 0]|2020-05-23 14:17:39.712681
583|107|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:40.554223
584|83|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:41.225527
585|112|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:42.316380
586|84|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:43.029258
587|72|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:43.669469
588|82|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:44.497127
589|163|[0, 0, 0, 1, 1, 0]|2020-05-23 14:17:45.932984
590|76|[0, 0, 0, 1, 0, 0]|2020-05-23 14:17:46.550968
591|75|[0, 0, 0, 1, 1, 0]|2020-05-23 14:17:47.299101
592|68|[0, 0, 0, 1, 1, 1]|2020-05-23 14:17:47.859089
593|85|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:48.607063
594|79|[0, 0, 0, 1, 1, 0]|2020-05-23 14:17:49.274353
595|74|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:49.956785
596|87|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:50.693537
597|90|[1, 1, 1, 0, 0, 0]|2020-05-23 14:17:51.461334
598|56|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:51.921429
599|66|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:52.464557
600|82|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:53.152802
601|75|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:53.758120
602|55|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:54.319538
603|55|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:54.805745
604|54|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:55.303126
605|95|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:56.132050
606|51|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:56.535620
607|56|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:56.971524
608|62|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:57.455734
609|82|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:58.182176
610|70|[1, 1, 0, 0, 0, 0]|2020-05-23 14:17:58.841752
611|59|[1, 0, 0, 0, 0, 0]|2020-05-23 14:17:59.339243
612|111|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:00.231191
613|70|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:00.827622
614|39|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:01.157298
615|138|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:02.279613
616|81|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:02.967546
617|51|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:03.358512
618|50|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:03.751817
619|50|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:04.174258
620|55|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:04.705123
621|60|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:05.291125
622|49|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:05.788667
623|99|[1, 1, 1, 0, 0, 0]|2020-05-23 14:18:06.675463
624|50|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:07.151142
625|91|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:07.890180
626|44|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:08.281930
627|77|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:08.993263
628|86|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:09.779036
629|67|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:10.463589
630|72|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:11.191636
631|75|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:11.771904
632|96|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:12.709962
633|63|[0, 0, 0, 1, 1, 0]|2020-05-23 14:18:13.284069
634|54|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:13.795600
635|47|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:14.178367
636|94|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:14.958891
637|70|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:15.579722
638|101|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:16.457177
639|47|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:16.885329
640|76|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:17.522783
641|57|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:18.031735
642|48|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:18.440645
643|60|[0, 0, 0, 1, 1, 0]|2020-05-23 14:18:18.925865
644|195|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:20.598812
645|59|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:21.096579
646|45|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:21.452135
647|137|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:22.778369
648|70|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:23.359211
649|50|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:23.760220
650|48|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:24.157306
651|51|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:24.561665
652|108|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:25.662694
653|85|[1, 1, 1, 0, 0, 0]|2020-05-23 14:18:26.488082
654|46|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:26.892169
655|66|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:27.434974
656|71|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:28.035397
657|84|[0, 0, 0, 1, 1, 0]|2020-05-23 14:18:28.787446
658|104|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:29.684853
659|302|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:32.437568
660|65|[0, 0, 0, 1, 1, 0]|2020-05-23 14:18:33.065272
661|104|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:33.920679
662|84|[1, 1, 1, 0, 0, 0]|2020-05-23 14:18:34.633798
663|57|[1, 1, 1, 0, 0, 0]|2020-05-23 14:18:35.150153
664|61|[1, 1, 1, 0, 0, 0]|2020-05-23 14:18:35.667691
665|58|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:36.133618
666|67|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:36.694233
667|197|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:38.677576
668|87|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:39.381764
669|119|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:40.484535
670|47|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:40.873983
671|82|[0, 0, 0, 1, 1, 0]|2020-05-23 14:18:41.678190
672|138|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:42.923173
673|59|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:43.408839
674|88|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:44.163532
675|59|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:44.678466
676|156|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:46.083301
677|57|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:46.550493
678|61|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:47.031793
679|127|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:48.213405
680|53|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:48.615223
681|58|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:49.174661
682|55|[0, 0, 0, 1, 1, 0]|2020-05-23 14:18:49.712912
683|108|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:50.636822
684|115|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:51.566702
685|87|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:52.299095
686|49|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:52.689760
687|47|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:53.051625
688|79|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:53.749808
689|49|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:54.168830
690|131|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:55.386473
691|54|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:55.829754
692|46|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:56.200755
693|53|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:56.619432
694|73|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:57.197698
695|64|[1, 1, 1, 0, 0, 0]|2020-05-23 14:18:57.714747
696|51|[1, 1, 0, 0, 0, 0]|2020-05-23 14:18:58.121685
697|64|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:58.723310
698|48|[0, 0, 0, 1, 0, 0]|2020-05-23 14:18:59.122836
699|82|[1, 0, 0, 0, 0, 0]|2020-05-23 14:18:59.858361
700|63|[0, 0, 0, 1, 0, 0]|2020-05-23 14:19:00.383199
701|46|[1, 1, 0, 0, 0, 0]|2020-05-23 14:19:00.852531
702|59|[0, 0, 0, 1, 0, 0]|2020-05-23 14:19:01.414562
703|171|[1, 1, 1, 0, 0, 0]|2020-05-23 14:19:02.931818
704|101|[1, 1, 1, 0, 0, 0]|2020-05-23 14:19:03.774702
705|63|[1, 0, 0, 0, 0, 0]|2020-05-23 14:19:04.292778
706|53|[1, 0, 0, 0, 0, 0]|2020-05-23 14:19:04.741250
707|38|[1, 1, 0, 0, 0, 0]|2020-05-23 14:19:05.189053
708|49|[1, 0, 0, 0, 0, 0]|2020-05-23 14:19:05.589131
709|46|[0, 0, 0, 1, 0, 0]|2020-05-23 14:19:05.928461
710|85|[1, 1, 1, 0, 0, 0]|2020-05-23 14:19:06.653042
711|59|[1, 1, 0, 0, 0, 0]|2020-05-23 14:19:07.110720
712|76|[1, 1, 0, 0, 0, 0]|2020-05-23 14:19:07.757189
713|55|[1, 1, 0, 0, 0, 0]|2020-05-23 14:19:08.252415
714|65|[1, 0, 0, 0, 0, 0]|2020-05-23 14:19:08.806428
