num_of_run|moves_in_game|end|time
25588|67|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:26.957122
25589|90|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:27.888078
25590|68|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:28.521208
25591|115|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:29.638207
25592|140|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:31.073510
25593|54|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:31.693035
25594|50|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:32.260775
25595|55|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:32.825712
25596|90|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:33.650578
25597|52|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:34.138605
25598|57|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:34.758750
25599|87|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:35.625080
25600|62|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:36.246468
25601|69|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:36.908157
25602|67|[1, 1, 1, 0, 0, 0]|2020-05-25 11:49:37.506729
25603|87|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:38.260170
25604|45|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:38.670859
25605|102|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:39.520220
25606|82|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:40.365345
25607|54|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:40.905853
25608|61|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:41.527123
25609|67|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:42.129997
25610|140|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:43.355622
25611|80|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:44.100535
25612|50|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:44.616956
25613|109|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:45.700185
25614|52|[1, 1, 1, 0, 0, 0]|2020-05-25 11:49:46.227980
25615|56|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:46.723810
25616|110|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:48.070216
25617|93|[1, 1, 1, 0, 0, 0]|2020-05-25 11:49:49.068252
25618|108|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:50.059797
25619|50|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:50.520031
25620|132|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:51.672829
25621|59|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:52.214876
25622|67|[1, 1, 0, 0, 0, 0]|2020-05-25 11:49:52.931341
25623|122|[1, 0, 0, 0, 0, 0]|2020-05-25 11:49:54.053670
25624|58|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:54.544667
25625|100|[0, 0, 0, 1, 1, 1]|2020-05-25 11:49:55.499542
25626|76|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:56.411228
25627|128|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:57.602926
25628|61|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:58.166815
25629|44|[0, 0, 0, 1, 1, 0]|2020-05-25 11:49:58.659070
25630|72|[0, 0, 0, 1, 0, 0]|2020-05-25 11:49:59.522603
25631|79|[1, 1, 1, 0, 0, 0]|2020-05-25 11:50:00.232523
25632|155|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:01.544166
25633|84|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:02.287761
25634|57|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:02.865096
25635|58|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:03.323799
25636|71|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:04.018941
25637|67|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:04.717871
25638|85|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:05.680457
25639|54|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:06.237639
25640|43|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:06.703738
25641|87|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:07.627936
25642|70|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:08.384648
25643|70|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:09.050210
25644|63|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:09.861122
25645|70|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:10.565101
25646|68|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:11.218259
25647|64|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:11.869351
25648|74|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:12.533274
25649|105|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:13.566019
25650|101|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:14.558668
25651|67|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:15.150079
25652|71|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:15.821323
25653|61|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:16.368242
25654|136|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:17.725456
25655|53|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:18.276427
25656|103|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:19.226942
25657|130|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:20.412824
25658|54|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:20.905537
25659|114|[0, 0, 0, 1, 1, 1]|2020-05-25 11:50:22.329226
25660|98|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:23.287920
25661|39|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:23.792943
25662|88|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:24.673594
25663|73|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:25.399193
25664|134|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:26.709125
25665|53|[1, 1, 1, 0, 0, 0]|2020-05-25 11:50:27.291756
25666|91|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:28.369057
25667|74|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:29.161123
25668|105|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:30.273578
25669|62|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:30.940941
25670|97|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:31.892955
25671|62|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:32.517642
25672|84|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:33.334938
25673|84|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:34.100754
25674|47|[1, 1, 1, 0, 0, 0]|2020-05-25 11:50:34.575639
25675|59|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:35.078784
25676|51|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:35.600965
25677|106|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:36.705948
25678|78|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:37.413130
25679|90|[0, 0, 0, 1, 1, 1]|2020-05-25 11:50:38.305831
25680|59|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:38.864138
25681|103|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:39.889752
25682|51|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:40.457433
25683|112|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:41.451477
25684|47|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:41.933010
25685|130|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:43.278849
25686|49|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:43.808780
25687|85|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:44.545162
25688|57|[0, 0, 0, 1, 1, 1]|2020-05-25 11:50:45.128362
25689|75|[0, 0, 0, 1, 1, 1]|2020-05-25 11:50:45.915417
25690|58|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:46.467631
25691|66|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:47.094019
25692|93|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:47.997871
25693|66|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:48.621698
25694|129|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:50.210742
25695|222|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:52.475997
25696|99|[0, 0, 0, 1, 0, 0]|2020-05-25 11:50:53.431652
25697|94|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:54.229537
25698|76|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:54.956262
25699|64|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:55.600045
25700|51|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:56.181000
25701|79|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:56.850408
25702|58|[0, 0, 0, 1, 1, 0]|2020-05-25 11:50:57.431641
25703|143|[1, 0, 0, 0, 0, 0]|2020-05-25 11:50:58.692870
25704|56|[1, 1, 0, 0, 0, 0]|2020-05-25 11:50:59.235245
25705|93|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:00.202323
25706|58|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:00.690201
25707|75|[0, 0, 0, 1, 1, 1]|2020-05-25 11:51:01.381922
25708|99|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:02.483289
25709|54|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:03.015471
25710|50|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:03.552069
25711|70|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:04.231586
25712|43|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:04.804387
25713|113|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:05.897337
25714|87|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:06.740016
25715|74|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:07.539961
25716|57|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:08.179486
25717|71|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:08.882025
25718|101|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:09.844680
25719|51|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:10.385560
25720|70|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:11.110509
25721|48|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:11.576457
25722|135|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:12.850292
25723|85|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:13.637009
25724|67|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:14.252525
25725|52|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:14.805767
25726|59|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:15.310927
25727|101|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:16.319968
25728|97|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:17.203798
25729|154|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:18.778990
25730|50|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:19.337883
25731|77|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:20.129997
25732|75|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:20.910439
25733|89|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:21.774309
25734|79|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:22.554310
25735|51|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:23.012113
25736|92|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:23.843098
25737|80|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:24.560732
25738|81|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:25.278915
25739|96|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:26.210580
25740|136|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:27.541015
25741|51|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:28.065793
25742|108|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:29.325676
25743|67|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:30.156631
25744|61|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:30.689297
25745|97|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:31.683798
25746|58|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:32.242550
25747|119|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:33.396727
25748|71|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:34.032123
25749|77|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:34.846620
25750|64|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:35.693548
25751|126|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:36.812074
25752|47|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:37.310134
25753|67|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:37.939788
25754|87|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:38.690779
25755|108|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:39.642570
25756|49|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:40.295454
25757|86|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:41.139512
25758|48|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:41.582347
25759|79|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:42.369288
25760|82|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:43.160690
25761|112|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:44.225884
25762|88|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:45.213002
25763|85|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:46.040230
25764|137|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:47.284251
25765|81|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:48.072031
25766|55|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:48.565181
25767|116|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:49.843922
25768|48|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:50.331798
25769|85|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:51.125852
25770|100|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:52.156839
25771|96|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:53.236882
25772|81|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:54.068735
25773|47|[1, 1, 1, 0, 0, 0]|2020-05-25 11:51:54.568049
25774|161|[1, 0, 0, 0, 0, 0]|2020-05-25 11:51:56.247299
25775|66|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:56.864953
25776|64|[0, 0, 0, 1, 0, 0]|2020-05-25 11:51:57.441468
25777|85|[1, 1, 0, 0, 0, 0]|2020-05-25 11:51:58.361498
25778|67|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:59.124343
25779|53|[0, 0, 0, 1, 1, 0]|2020-05-25 11:51:59.618593
25780|70|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:00.243072
25781|89|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:01.115213
25782|82|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:01.862943
25783|53|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:02.409583
25784|98|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:03.312440
25785|93|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:04.095282
25786|79|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:04.920276
25787|57|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:05.454154
25788|97|[1, 1, 1, 0, 0, 0]|2020-05-25 11:52:06.384037
25789|219|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:08.599710
25790|92|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:09.491368
25791|101|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:10.450373
25792|172|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:12.118365
25793|173|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:13.777958
25794|81|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:14.629501
25795|110|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:15.886650
25796|54|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:16.449215
25797|59|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:16.989100
25798|52|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:17.454470
25799|55|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:18.178359
25800|73|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:18.811979
25801|81|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:19.732087
25802|61|[1, 1, 1, 0, 0, 0]|2020-05-25 11:52:20.269403
25803|68|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:20.899478
25804|61|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:21.478882
25805|80|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:22.286415
25806|94|[0, 0, 0, 1, 1, 1]|2020-05-25 11:52:23.285375
25807|78|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:23.953367
25808|57|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:24.504488
25809|108|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:25.510724
25810|103|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:26.468507
25811|147|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:27.877838
25812|82|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:28.724707
25813|117|[1, 1, 1, 0, 0, 0]|2020-05-25 11:52:30.139164
25814|48|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:30.594559
25815|44|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:31.061010
25816|69|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:31.678458
25817|90|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:32.650209
25818|88|[0, 0, 0, 1, 1, 1]|2020-05-25 11:52:33.486061
25819|131|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:34.637233
25820|62|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:35.241037
25821|49|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:35.728144
25822|70|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:36.390529
25823|72|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:37.208423
25824|74|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:37.866419
25825|64|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:38.427444
25826|96|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:39.429234
25827|69|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:40.079426
25828|43|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:40.519537
25829|48|[1, 1, 1, 0, 0, 0]|2020-05-25 11:52:41.036136
25830|77|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:41.805659
25831|98|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:42.718620
25832|100|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:43.883597
25833|72|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:44.534773
25834|51|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:45.040953
25835|49|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:45.574140
25836|78|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:46.277279
25837|95|[1, 1, 1, 0, 0, 0]|2020-05-25 11:52:47.161262
25838|108|[0, 0, 0, 1, 0, 0]|2020-05-25 11:52:48.196375
25839|68|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:48.854227
25840|66|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:49.589777
25841|81|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:50.442346
25842|59|[1, 1, 1, 0, 0, 0]|2020-05-25 11:52:51.046074
25843|59|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:51.589058
25844|77|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:52.297367
25845|71|[1, 1, 1, 0, 0, 0]|2020-05-25 11:52:53.002413
25846|55|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:53.628847
25847|84|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:54.669574
25848|46|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:55.155855
25849|50|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:55.626494
25850|139|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:56.980598
25851|79|[1, 0, 0, 0, 0, 0]|2020-05-25 11:52:57.709830
25852|73|[0, 0, 0, 1, 1, 0]|2020-05-25 11:52:58.432910
25853|81|[1, 1, 0, 0, 0, 0]|2020-05-25 11:52:59.181435
25854|109|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:00.122726
25855|87|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:00.952468
25856|59|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:01.499213
25857|126|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:02.857247
25858|107|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:04.047106
25859|84|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:04.829384
25860|78|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:05.706954
25861|65|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:06.318455
25862|81|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:07.145304
25863|86|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:08.000156
25864|48|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:08.413545
25865|78|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:09.160093
25866|71|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:09.853852
25867|41|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:10.223841
25868|111|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:11.223378
25869|159|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:12.744392
25870|78|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:13.567518
25871|58|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:14.122797
25872|53|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:14.639636
25873|149|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:15.988907
25874|87|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:16.827705
25875|147|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:18.131519
25876|57|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:18.659340
25877|68|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:19.364558
25878|81|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:20.112720
25879|76|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:20.923581
25880|113|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:22.125618
25881|57|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:22.673142
25882|34|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:23.054871
25883|96|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:24.015351
25884|102|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:24.918732
25885|101|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:25.891491
25886|184|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:27.583808
25887|71|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:28.258699
25888|109|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:29.437472
25889|54|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:29.937595
25890|104|[1, 1, 1, 0, 0, 0]|2020-05-25 11:53:30.995448
25891|51|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:31.640582
25892|45|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:32.085066
25893|88|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:33.010760
25894|56|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:33.631441
25895|97|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:34.532643
25896|48|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:34.977231
25897|115|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:36.237998
25898|89|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:37.063823
25899|66|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:37.724331
25900|66|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:38.417068
25901|64|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:39.055069
25902|86|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:39.869189
25903|80|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:40.620889
25904|71|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:41.255657
25905|82|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:42.057930
25906|71|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:42.715650
25907|97|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:43.668726
25908|116|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:44.833325
25909|74|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:45.564726
25910|47|[1, 1, 1, 0, 0, 0]|2020-05-25 11:53:46.043836
25911|57|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:46.702016
25912|60|[0, 0, 0, 1, 1, 0]|2020-05-25 11:53:47.193625
25913|103|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:48.213084
25914|102|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:49.168281
25915|128|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:50.329931
25916|88|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:51.100047
25917|64|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:51.679177
25918|80|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:52.381823
25919|49|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:52.852320
25920|64|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:53.460180
25921|100|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:54.566093
25922|112|[0, 0, 0, 1, 0, 0]|2020-05-25 11:53:55.621741
25923|60|[1, 1, 0, 0, 0, 0]|2020-05-25 11:53:56.171136
25924|106|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:57.214005
25925|41|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:57.589763
25926|83|[0, 0, 0, 1, 1, 1]|2020-05-25 11:53:58.453059
25927|112|[1, 0, 0, 0, 0, 0]|2020-05-25 11:53:59.535020
25928|61|[1, 1, 0, 0, 0, 0]|2020-05-25 11:54:00.134151
25929|79|[1, 0, 0, 0, 0, 0]|2020-05-25 11:54:00.843106
25930|93|[0, 0, 0, 1, 1, 1]|2020-05-25 11:54:01.718802
25931|68|[0, 0, 0, 1, 1, 1]|2020-05-25 11:54:02.516657
25932|101|[1, 1, 0, 0, 0, 0]|2020-05-25 11:54:03.483452
25933|49|[1, 1, 0, 0, 0, 0]|2020-05-25 11:54:04.049378
25934|61|[0, 0, 0, 1, 1, 1]|2020-05-25 11:54:04.601581
25935|78|[1, 0, 0, 0, 0, 0]|2020-05-25 11:54:05.266426
25936|63|[1, 1, 0, 0, 0, 0]|2020-05-25 11:54:05.946319
